               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  74,             0.02796,           0.0084938,           0.0018894,             0.98933,             0.99399,             0.99465,             0.68726,            0.023934,            0.004663,          0.00026379,           0.0087955,           0.0087955,           0.0087955
                  75,            0.028231,           0.0083301,            0.002016,              0.9878,             0.98542,             0.99367,             0.67576,            0.024541,           0.0046856,          0.00025203,            0.008779,            0.008779,            0.008779
                  76,            0.027866,            0.008346,           0.0019002,             0.98815,             0.98236,             0.99353,             0.69717,            0.023639,           0.0045528,          0.00029142,           0.0087625,           0.0087625,           0.0087625
                  77,            0.028235,           0.0082455,           0.0019351,             0.99588,             0.98605,             0.99407,             0.69754,            0.023252,           0.0045229,          0.00025471,            0.008746,            0.008746,            0.008746
                  78,            0.027446,           0.0082771,           0.0020286,              0.9845,             0.99655,             0.99324,             0.70492,            0.022504,           0.0043896,          0.00026179,           0.0087295,           0.0087295,           0.0087295
                  79,            0.027683,           0.0082229,            0.001874,             0.98754,             0.98732,             0.99411,             0.69662,            0.022992,           0.0044962,          0.00031376,            0.008713,            0.008713,            0.008713
                  80,            0.027734,           0.0081738,           0.0020652,             0.98252,             0.99313,             0.99451,             0.69811,            0.023015,           0.0045196,          0.00035446,           0.0086965,           0.0086965,           0.0086965
                  81,            0.028203,           0.0084881,           0.0017747,             0.98101,             0.99225,              0.9945,             0.69234,            0.023641,           0.0045613,          0.00042253,             0.00868,             0.00868,             0.00868
                  82,            0.027813,           0.0082248,           0.0021074,             0.98448,              0.9924,             0.99433,             0.70235,            0.023083,           0.0044621,          0.00049268,           0.0086635,           0.0086635,           0.0086635
                  83,            0.027971,           0.0084137,           0.0020446,             0.98221,             0.98911,             0.99199,               0.683,            0.023569,           0.0045386,          0.00047406,            0.008647,            0.008647,            0.008647
                  84,            0.026864,           0.0085187,           0.0019787,             0.98679,             0.98836,             0.99368,             0.71377,            0.021841,           0.0044158,          0.00024007,           0.0086305,           0.0086305,           0.0086305
                  85,            0.027146,           0.0082421,           0.0017191,             0.98342,              0.9872,             0.99296,             0.71085,            0.022332,           0.0045082,          0.00047872,            0.008614,            0.008614,            0.008614
                  86,            0.027439,            0.008255,           0.0016401,              0.9863,              0.9898,             0.99387,             0.69863,            0.023058,           0.0045158,          0.00041377,           0.0085975,           0.0085975,           0.0085975
                  87,            0.027102,           0.0083416,           0.0019699,              0.9909,             0.98072,             0.99404,             0.71434,            0.022363,           0.0045441,          0.00055361,            0.008581,            0.008581,            0.008581
                  88,            0.026903,           0.0080193,           0.0018999,             0.98597,             0.99574,             0.99407,             0.71485,            0.021733,           0.0042913,          0.00034146,           0.0085645,           0.0085645,           0.0085645
                  89,            0.026554,           0.0083041,           0.0015531,             0.98743,             0.99279,              0.9943,             0.70746,            0.022384,           0.0043426,          0.00040845,            0.008548,            0.008548,            0.008548
                  90,            0.026747,           0.0081682,           0.0016094,             0.98688,              0.9967,             0.99444,             0.72879,            0.021099,           0.0043393,          0.00033298,           0.0085315,           0.0085315,           0.0085315
