               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 107,            0.025114,            0.008104,           0.0014703,             0.99362,             0.99503,             0.99426,             0.74819,             0.01984,           0.0040495,          0.00028145,           0.0079012,           0.0079012,           0.0079012
                 108,            0.025482,           0.0077837,           0.0019538,             0.99316,              0.9882,             0.99409,             0.74612,            0.020395,           0.0041347,          0.00041125,           0.0078814,           0.0078814,           0.0078814
                 109,            0.025098,           0.0076781,             0.00179,             0.98473,             0.98896,             0.99321,             0.73087,            0.021008,           0.0041996,          0.00043406,           0.0078616,           0.0078616,           0.0078616
                 110,            0.025148,           0.0079545,           0.0018455,              0.9869,             0.99064,             0.99345,             0.74618,            0.019866,           0.0042669,          0.00057137,           0.0078418,           0.0078418,           0.0078418
                 111,             0.02538,             0.00783,           0.0016475,             0.98873,             0.99009,             0.99419,              0.7336,             0.02039,           0.0040815,          0.00043183,            0.007822,            0.007822,            0.007822
                 112,            0.024498,           0.0079504,           0.0017168,             0.99519,             0.99238,             0.99442,             0.74695,             0.01998,           0.0042011,          0.00020941,           0.0078022,           0.0078022,           0.0078022
                 113,            0.024845,           0.0078352,           0.0019739,             0.98801,             0.99727,              0.9943,             0.75159,            0.019639,           0.0040752,          0.00023922,           0.0077824,           0.0077824,           0.0077824
                 114,             0.02471,           0.0076416,            0.001987,             0.99349,             0.99407,             0.99448,             0.74173,            0.020061,           0.0040922,           0.0002287,           0.0077626,           0.0077626,           0.0077626
                 115,            0.024943,           0.0079633,           0.0016789,             0.99589,             0.99407,              0.9946,             0.76004,            0.019435,           0.0040584,          0.00024694,           0.0077428,           0.0077428,           0.0077428
                 116,            0.024421,           0.0077478,           0.0015305,             0.99328,             0.99416,             0.99427,             0.76755,            0.018876,           0.0039814,          0.00020142,            0.007723,            0.007723,            0.007723
                 117,            0.023651,           0.0075069,           0.0014981,              0.9975,             0.99213,             0.99444,             0.76176,            0.019299,           0.0039786,          0.00019281,           0.0077032,           0.0077032,           0.0077032
                 118,            0.024765,           0.0075963,           0.0015233,             0.99516,              0.9932,             0.99458,             0.75917,            0.019176,           0.0040627,          0.00020146,           0.0076834,           0.0076834,           0.0076834
                 119,            0.024223,           0.0076966,           0.0013531,             0.99449,             0.99399,             0.99469,             0.75628,            0.019416,             0.00401,          0.00017425,           0.0076636,           0.0076636,           0.0076636
                 120,            0.023397,           0.0072945,            0.001632,             0.99063,             0.98778,             0.99443,             0.76498,            0.018931,            0.003921,          0.00059598,           0.0076438,           0.0076438,           0.0076438
                 121,            0.024767,           0.0075901,           0.0014642,             0.99439,             0.99146,             0.99433,             0.77248,            0.018574,           0.0039597,          0.00031463,            0.007624,            0.007624,            0.007624
                 122,            0.023771,           0.0076331,            0.001652,             0.99425,             0.99576,              0.9942,             0.77465,            0.018756,           0.0039237,           0.0002591,           0.0076042,           0.0076042,           0.0076042
                 123,            0.024523,           0.0074907,           0.0018753,             0.99645,             0.99481,             0.99463,             0.77049,             0.01899,           0.0039717,          0.00022694,           0.0075844,           0.0075844,           0.0075844
                 124,            0.024285,           0.0078038,           0.0017404,             0.99332,             0.99487,             0.99467,             0.74482,            0.019754,           0.0040438,          0.00019092,           0.0075646,           0.0075646,           0.0075646
                 125,            0.024312,            0.007627,           0.0016681,             0.99165,             0.99338,             0.99472,             0.75691,             0.01916,           0.0039512,          0.00020641,           0.0075448,           0.0075448,           0.0075448
                 126,            0.024049,           0.0075071,           0.0014028,             0.99014,             0.99627,             0.99451,             0.76792,            0.018812,           0.0038731,          0.00028629,            0.007525,            0.007525,            0.007525
                 127,            0.023392,            0.007411,           0.0013457,             0.99664,             0.99411,             0.99477,             0.77433,            0.018249,           0.0038593,          0.00020158,           0.0075052,           0.0075052,           0.0075052
