               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 118,             0.02119,           0.0066436,           0.0015872,             0.99733,             0.99912,             0.99486,             0.81687,            0.015366,           0.0032363,          0.00024351,           0.0088417,           0.0088417,           0.0088417
                 119,            0.021476,            0.006776,           0.0013247,             0.99825,             0.99785,             0.99443,             0.82405,            0.015094,           0.0032866,          0.00019597,           0.0088318,           0.0088318,           0.0088318
                 120,            0.019917,           0.0065281,           0.0013127,             0.99743,             0.99759,             0.99498,             0.82464,            0.014704,           0.0031426,          0.00021815,           0.0088219,           0.0088219,           0.0088219
                 121,            0.020217,           0.0064498,           0.0011286,             0.99982,             0.99477,               0.995,              0.8268,              0.0146,           0.0032089,           0.0002199,            0.008812,            0.008812,            0.008812
                 122,             0.02042,           0.0064777,           0.0011859,             0.99831,              0.9988,             0.99499,             0.81631,             0.01492,           0.0031442,          0.00022546,           0.0088021,           0.0088021,           0.0088021
                 123,            0.020316,           0.0062668,            0.001338,             0.99743,             0.99825,             0.99496,             0.83099,            0.014724,           0.0031749,          0.00020852,           0.0087922,           0.0087922,           0.0087922
                 124,            0.020601,           0.0065565,           0.0013662,              0.9984,             0.99565,             0.99493,             0.83148,            0.014526,            0.003143,          0.00031358,           0.0087823,           0.0087823,           0.0087823
                 125,            0.019895,           0.0062039,           0.0010331,             0.99582,              0.9962,             0.99484,             0.83386,            0.014006,           0.0030347,          0.00040534,           0.0087724,           0.0087724,           0.0087724
                 126,            0.019542,           0.0062228,           0.0013579,             0.99683,             0.99576,             0.99499,              0.8377,            0.013856,            0.003074,          0.00023012,           0.0087625,           0.0087625,           0.0087625
                 127,            0.020247,           0.0063615,           0.0012878,             0.99878,             0.99488,             0.99469,             0.83062,            0.014148,           0.0031597,          0.00023453,           0.0087526,           0.0087526,           0.0087526
                 128,            0.020008,           0.0064944,           0.0013542,             0.99749,             0.99912,             0.99492,             0.82285,            0.014957,           0.0032536,          0.00020898,           0.0087427,           0.0087427,           0.0087427
                 129,            0.019917,           0.0064311,           0.0011744,             0.99818,             0.99824,             0.99485,             0.84305,            0.013859,           0.0030221,          0.00021556,           0.0087328,           0.0087328,           0.0087328
                 130,            0.019862,           0.0064118,           0.0011586,             0.99717,             0.99912,             0.99468,             0.84138,            0.013771,           0.0030109,          0.00021957,           0.0087229,           0.0087229,           0.0087229
                 131,            0.020018,           0.0063691,           0.0011924,              0.9981,             0.99824,             0.99495,             0.84797,            0.013398,           0.0030356,          0.00020177,            0.008713,            0.008713,            0.008713
                 132,            0.019638,           0.0062928,           0.0012255,             0.99744,             0.99896,             0.99479,             0.84663,            0.013615,           0.0030086,          0.00019638,           0.0087031,           0.0087031,           0.0087031
                 133,            0.019356,           0.0063079,           0.0015104,             0.99819,             0.99912,             0.99498,             0.85071,            0.013313,           0.0030192,          0.00018027,           0.0086932,           0.0086932,           0.0086932
                 134,             0.01995,             0.00632,           0.0014369,             0.99806,             0.99648,             0.99498,              0.8405,            0.013495,           0.0030445,          0.00019887,           0.0086833,           0.0086833,           0.0086833
                 135,             0.01944,           0.0062955,            0.001512,             0.99854,             0.99735,               0.995,             0.83618,            0.014052,           0.0031704,          0.00022016,           0.0086734,           0.0086734,           0.0086734
                 136,             0.01976,           0.0061623,           0.0013559,             0.99784,             0.99736,              0.9945,             0.84368,            0.013915,            0.003074,            0.000181,           0.0086635,           0.0086635,           0.0086635
                 137,            0.019331,           0.0064354,           0.0010277,             0.99744,             0.99782,             0.99498,             0.85105,            0.013179,           0.0029978,           0.0002109,           0.0086536,           0.0086536,           0.0086536
                 138,            0.019694,           0.0062947,           0.0013476,             0.99728,             0.99912,             0.99498,             0.85227,             0.01305,           0.0029805,          0.00020325,           0.0086437,           0.0086437,           0.0086437
                 139,            0.019613,           0.0062616,           0.0011213,             0.99812,             0.99898,             0.99486,              0.8474,              0.0134,           0.0029347,          0.00018863,           0.0086338,           0.0086338,           0.0086338
                 140,            0.019135,           0.0060191,            0.001107,             0.99664,             0.99872,             0.99499,             0.84331,            0.013637,            0.002985,          0.00019829,           0.0086239,           0.0086239,           0.0086239
                 141,            0.018735,           0.0062256,           0.0012439,             0.99642,             0.99815,             0.99498,             0.86068,            0.012748,           0.0028598,          0.00021177,            0.008614,            0.008614,            0.008614
                 142,            0.018581,           0.0062287,           0.0012801,             0.99809,             0.99737,             0.99499,             0.85699,            0.012708,           0.0028726,          0.00021086,           0.0086041,           0.0086041,           0.0086041
                 143,            0.019142,           0.0062772,           0.0011465,             0.99831,             0.99736,             0.99493,             0.84868,            0.013262,           0.0029763,          0.00020142,           0.0085942,           0.0085942,           0.0085942
                 144,            0.018697,           0.0062061,           0.0012124,             0.99638,             0.99832,             0.99485,             0.85198,            0.013036,           0.0029026,          0.00025452,           0.0085843,           0.0085843,           0.0085843
                 145,             0.01873,           0.0058493,           0.0014439,             0.99582,             0.99912,             0.99483,             0.84672,            0.013451,           0.0030145,          0.00021961,           0.0085744,           0.0085744,           0.0085744
                 146,            0.018867,           0.0062564,            0.001238,             0.99822,             0.99825,             0.99489,             0.85327,            0.013273,           0.0029388,          0.00020396,           0.0085645,           0.0085645,           0.0085645
                 147,            0.018751,           0.0062146,           0.0015291,              0.9992,             0.99813,               0.995,             0.85242,            0.013276,           0.0029637,          0.00019952,           0.0085546,           0.0085546,           0.0085546
                 148,            0.018365,           0.0060378,           0.0010717,             0.99811,             0.99825,             0.99479,             0.84698,            0.013384,           0.0030232,           0.0001965,           0.0085447,           0.0085447,           0.0085447
